PickPK,Location,ActivityID,Line,ItemID,Bin,OriginalBin,PendingBin,OriginalZone,PendingZone,QuantityToHandle,QuantityOutstanding,UOM,Description,CreatedOn,CreatedBy
EA59D1C5-ED70-447C-A3A2-1D18D99EA9D3,IL01,W-PI8496777,50000,844623001,BU11102,,NULL,NULL,FLOOR,0,0,EA,Insert 7C,2017-12-07 16:05:14.797,tcramer
F0EBC09E-0419-4565-A622-1D7D5168452F,IL01,W-PI8490629,210000,230293,AI04101,,NULL,NULL,FLOOR,0,0,EA,"OD, HP 88XL Ink Mult Pk",2017-12-07 06:51:55.517,Rwoodin
E4E6F145-C428-4B39-B758-1D92A54C9C66,IL01,W-PI8494466,30000,851739001,BT01402,,NULL,NULL,45,0,0,EA,Md Plp endcap Lt 26A,2017-12-07 09:58:07.123,awisse
E56F6708-23CB-4DA1-8008-1DAD95453CCC,IL01,W-PI8493506,10000,845919002,BO11202,,NULL,NULL,41,0,0,EA,7 Chamber Pregis Air Cell Env,2017-12-07 08:52:54.710,HARREDONDO
B2BB6E24-B2B3-4602-A490-1E6A27A3CC61,IL01,W-PI8494848,30000,847538001,BW01102,,NULL,NULL,FLOOR,0,0,EA,"Box, WPP Toner #7",2017-12-07 13:36:04.757,Khester
4AB0717B-4ABF-43AB-B236-1E736993C143,IL01,W-PI8498138,150000,IVRD974AN,AG34103,,NULL,NULL,FLOOR,0,0,EA,"IVR, HP 920XL Yl Chipped",2017-12-07 21:35:02.007,Kburke
264B8697-75E5-4987-83DF-1F2D4437BF7A,IL01,W-PI8496591,70000,BCLXE450UXBX,BJ16303,,NULL,NULL,36,0,0,EA,"BC, Lex Compliant E450UX Bxd",2017-12-07 13:28:20.717,ealbright
CBCF4EB8-DB01-45C3-8230-200E24748F70,IL01,W-PI8496035,50000,843465001,BI03102,,NULL,NULL,FLOOR,0,0,EA,Chip Board Box 2.875x2.375x7.5,2017-12-07 17:23:21.370,Pabens
0967070E-E846-4DB8-89DF-202B0D8A5B2E,IL01,W-PI8499410,130000,200154PNB2,AE18103,,NULL,NULL,FLOOR,0,0,EA,"CIG, HP 36A Tnr EY",2017-12-07 18:46:12.567,wheinz
30E21A56-7CC5-4BC2-B703-2129C1769174,IL01,W-PI8494466,50000,851740001,BT02202,,NULL,NULL,45,0,0,EA,Md Plp endcap Rt 26A,2017-12-07 09:58:56.993,awisse
01BDB545-A22C-418D-A191-212FF249E7E5,IL01,W-PI8500641,30000,BC42UXNPO,BE01302,,NULL,NULL,31,0,0,EA,"BC, HP 4250/4350 (42UX) Univ.",2017-12-07 20:30:02.243,Pabens
3E0A1F54-11BE-4B64-88DE-21406D1D4737,IL01,W-PI8500599,70000,846741001,BK16101,,NULL,NULL,FLOOR,0,0,EA,"Insrt,MldPlpEndCap,4525 Left",2017-12-07 19:23:12.913,cbaker
BD32492E-EC7A-417F-9038-21D5B4A3BF77,IL01,W-PI8500596,50000,845919002,BO11202,,NULL,NULL,41,0,0,EA,7 Chamber Pregis Air Cell Env,2017-12-07 20:17:03.057,RWaldo
DA3C21B5-43BA-4B0F-AB9C-21EDFEA81D3D,IL01,W-PI8496577,230000,IVRN056A,FR05203,,NULL,NULL,FLOOR,0,0,EA,"IVR, HP 933XL Ink Yl",2017-12-07 21:11:30.777,Kburke
E4513671-2C13-4DA5-89A6-21FEA873C619,IL01,W-PI8500853,50000,841754001,BN14101,,NULL,NULL,FLOOR,0,0,EA,"Box, DP Toner #1",2017-12-07 22:56:22.460,cbaker
B9A9EA37-15CC-4A5E-9039-22262878C8C2,IL01,W-PI8485846,50000,846816001,BU03102,,NULL,NULL,FLOOR,0,0,EA,"Box, GDC Box #7",2017-12-07 10:18:32.897,tcramer
133C65D4-CF7A-4C39-AC16-228FAD922E06,IL01,W-PI8494901,10000,BC85XPNPO,BR09101,,NULL,NULL,FLOOR,0,0,EA,HP LJ Pro P1100 (85X),2017-12-07 14:20:16.603,tcramer
0CD91654-6D9D-4410-9B5D-2298CAF80B72,IL01,W-PI8493509,70000,839726001,BL14102,,NULL,NULL,FLOOR,0,0,EA,"Insert,End Cap, Right (4700)",2017-12-07 10:59:22.610,awisse
B97399E2-43FC-4277-ACDB-229A5D021605,IL01,W-PI8485848,50000,833899001,BL13101,,NULL,NULL,FLOOR,0,0,EA,"Insrt,Mlded EndCap,4200 Right",2017-12-07 12:19:32.787,tcramer
BB086CD8-6413-4851-8EE3-22AEB2EB97CD,IL01,W-PI8494629,1050000,200807,AL12301,,NULL,NULL,FLOOR,0,0,EA,"CIG, Kyocera TK-592 Tnr Yl",2017-12-07 16:28:49.150,aseifr
61E75E90-AE62-40C2-AEBF-22F30939F2CB,IL01,W-PI8491083,50000,837793002,BW22102,,NULL,NULL,FLOOR,0,0,EA,Insert  1215 / 2025,2017-12-07 10:25:39.470,tcramer
9786490B-04CE-46B1-B43D-230CB012A75B,IL01,W-PI8495079,10000,BC53APPG,BW09102,,NULL,NULL,FLOOR,0,0,EA,HP P2015 (53A),2017-12-07 16:31:22.213,tcramer
6D4AA3B6-C475-484C-92F4-23216CE7BA7C,IL01,W-PI8495079,50000,839351001,BU12101,,NULL,NULL,FLOOR,0,0,EA,Molded End Cap Left 49/53A,2017-12-07 16:31:39.047,tcramer
B755B3C2-8254-4C79-8A8D-23225FEE4256,IL01,W-PI8496726,30000,BC49XPPG,BI01103,,NULL,NULL,FLOOR,0,0,EA,HP1320 (49X),2017-12-07 18:13:15.833,Cthompson
FC1D54A8-E51C-43E6-A123-23783081B84C,IL01,W-PI8498138,190000,IVRLC65C,AL17102,,NULL,NULL,FLOOR,0,0,EA,"IVR, IJ, LC-65 Cyan",2017-12-07 22:06:42.407,Kburke
329238A7-C735-440A-A2FE-23DBCE08FD57,IL01,W-PI8494629,190000,200028P,AE11202,,NULL,NULL,05,0,0,EA,"CIG, Bro TN650 Tnr HY",2017-12-07 14:47:17.740,aseifr
920EEB4B-2F50-4BE1-BD76-23F4A759F0A1,IL01,W-PI8494466,70000,847539001,BH06103,,NULL,NULL,FLOOR,0,0,EA,"Box, WPP Toner #8",2017-12-07 09:54:03.173,awisse
44572E0F-8EFA-490E-819B-24A55637B29E,IL01,W-PI8494084,210000,IVR951XLM,FR02301,,NULL,NULL,FLOOR,0,0,EA,"IVR, HP 951XL Magenta",2017-12-07 09:46:33.857,Rwoodin
D327A897-8E64-417B-B0B9-253E3243DF32,IL01,W-PI8495076,70000,825070001,BN12102,,NULL,NULL,FLOOR,0,0,EA,Half Foam Sheet,2017-12-07 16:57:44.443,tcramer
837EB2EE-215E-4A6D-911C-254022C5557D,IL01,W-PI8493507,70000,843400001,CRT2A404,,NULL,NULL,MFG,0,0,EA,"Label,WPP,Cart Label 1 Magenta",2017-12-07 08:57:46.000,HARREDONDO
52B3CCF0-D7CB-4D46-B3B8-25994669FF80,IL01,W-PI8500638,70000,847538001,BW01102,,NULL,NULL,FLOOR,0,0,EA,"Box, WPP Toner #7",2017-12-07 21:25:34.607,cbaker
452D3FD8-5ACF-44B1-B277-25B3AEF11B97,IL01,W-PI8499816,50000,200114P,AF10203,,NULL,NULL,06,0,0,EA,"CIG, Bro TN360 Tnr HY",2017-12-07 17:47:03.720,wheinz
DDFBBAB1-80C0-424F-842E-25B58A1B2B29,IL01,W-PI8485850,10000,BCLXMS410BX,BZ16101,,NULL,NULL,FLOOR,0,0,EA,"BC, Lex Compliant MS410 Bxd",2017-12-07 06:54:44.267,HARREDONDO
D54C5081-466B-427F-BF6E-25F059548181,IL01,W-PI8493462,90000,200160PNB,AE15101,,NULL,NULL,FLOOR,0,0,EA,"CIG, HP 61X Tnr EY",2017-12-07 06:28:14.190,Wdecker
346BFF6E-7C65-4EFC-B4AA-260235283E10,IL01,W-PI8490629,850000,649163,AI04103,,NULL,NULL,FLOOR,0,0,EA,"OD, IJ, HP 940XL MP",2017-12-07 06:52:32.373,Rwoodin
12961935-33C6-43BD-9030-26281F68BF99,IL01,W-PI8500835,30000,BC1415YNPO,BT03102,,NULL,NULL,FLOOR,0,0,EA,"HP CP1415/1525, Yellow",2017-12-07 21:25:23.397,Cthompson
21CEE932-A6DB-4038-856D-2656DC25D9C6,IL01,W-PI8500889,10000,UL200637P,AS16101,,NULL,NULL,FLOOR,0,0,EA,"UL, Dell B3460 Tnr HY",2017-12-07 22:02:44.157,Kburke
65E08B1D-EE7F-4A91-9FC8-265A6295C42C,IL01,W-PI8495144,70000,839501001,BN11102,,NULL,NULL,FLOOR,0,0,EA,"Insrt,Mlded EndCap,4600 Right",2017-12-07 18:36:36.457,cbaker
43E3C2FB-30E0-4563-AB06-266AEC530541,IL01,W-PI8495102,70000,839725001,BL15103,,NULL,NULL,FLOOR,0,0,EA,"Insert,End Cap, Left (4700)",2017-12-07 18:43:24.640,Pabens
5A55A691-2309-4EE6-87FB-271B153D05C7,IL01,W-PI8490629,1050000,820086,AH18102,,NULL,NULL,FLOOR,0,0,EA,"OD, HP 96/97 Ink Combo Pk",2017-12-07 06:49:51.143,Rwoodin
D76A1142-C962-42CB-8777-272A34F96FDC,IL01,W-PI8500849,90000,826110001,BR21101,,NULL,NULL,FLOOR,0,0,EA,6X6X6 SHIPPING BOX,2017-12-07 22:36:55.343,Pabens
EA39F4C9-1B72-4092-B854-2753B4C76D84,IL01,W-PI8488395,70000,849829001,BJ04103,,NULL,NULL,FLOOR,0,0,EA,Molded Pulp Rgt Box 1 Dr Unit,2017-12-07 07:32:21.910,HARREDONDO
93B67C60-D9FE-4FB2-85C2-277F6312233B,IL01,W-PI8500858,50000,824196002,BN15103,,NULL,NULL,FLOOR,0,0,EA,INSERT #96 for Box 1,2017-12-07 23:11:06.337,RWaldo
49F4165D-A9D2-4390-A026-2811725E3655,IL01,W-PI8496727,70000,833898001,BL08103,,NULL,NULL,FLOOR,0,0,EA,"Insrt,Mlded EndCap,4200 Left",2017-12-07 18:28:50.373,Cthompson
223503DD-231E-4801-B160-287D186E0BFA,IL01,W-PI8496034,70000,840031002,BJ06102,,NULL,NULL,FLOOR,0,0,EA,Mldd Plp End Caps Right (05A),2017-12-07 16:18:10.330,DCHRISTENSEN
933B5A46-7F40-454E-97F2-29018EDB94BF,IL01,W-PI8494901,30000,849547001,BU05102,,NULL,NULL,FLOOR,0,0,EA,"Box, CTC Toner #7",2017-12-07 14:22:11.827,tcramer
4D79ADC7-FB37-404C-BB75-293A0865B86E,IL01,W-PI8498792,30000,200553PNB,AC11203,,NULL,NULL,03,0,0,EA,"CIG, HP 90A Tnr",2017-12-07 16:12:49.400,ealbright
303C9857-7D0B-4557-8FD9-29ADF7BC4B77,IL01,W-PI8496036,30000,843938001,BN16201,,NULL,NULL,40,0,0,EA,MstrBx RSC 15.5x14.562x5.875,2017-12-07 15:30:34.117,Pabens
07649763-1C0D-4118-8001-2A2D551C9B92,IL01,W-PI8499424,110000,200551P,AD11201,,NULL,NULL,04,0,0,EA,"CIG, HP 80A Tnr",2017-12-07 17:42:06.993,aseifr
6C9F66FF-B064-4920-8C0F-2A44F71FBDB3,IL01,W-PI8496034,30000,847539001,BH06103,,NULL,NULL,FLOOR,0,0,EA,"Box, WPP Toner #8",2017-12-07 16:14:11.513,DCHRISTENSEN
6FDD3E20-CD7C-4AA2-BF22-2B632C930267,IL01,W-PI8493498,30000,841756001,BI16103,,NULL,NULL,FLOOR,0,0,EA,"Box, DP Toner #4",2017-12-07 09:32:58.950,HARREDONDO
A06287F6-5079-4692-8D04-2B6394E29262,IL01,W-PI8494327,10000,BC81AM,BT08202,,NULL,NULL,45,0,0,EA,"BC, HP LJ Ent MFP M630 MICR",2017-12-07 11:40:06.853,Khester
703D0001-C08A-47C7-B23B-2B79A1D21520,IL01,W-PI8498138,230000,IVRLC79C,AB36103,,NULL,NULL,FLOOR,0,0,EA,"IVR, BRO LC79C Ink EHY",2017-12-07 21:29:03.890,Kburke
092C810E-0F56-4163-8A3E-2BD9F2E59031,IL01,W-PI8496778,50000,833549001,BM15102,,NULL,NULL,FLOOR,0,0,EA,INSERT #1A for Box 1,2017-12-07 18:40:19.723,cbaker
618931CA-CF7A-4030-8F05-2BDF6BE64CD2,IL01,W-PI8496576,10000,IVR7935SEL,AJ06103,,NULL,NULL,FLOOR,0,0,EA,"IVR Select, PB 793-5 (P700)",2017-12-07 20:09:44.747,Kburke
2556A7E9-A063-4EAE-9EE4-2C08B940EA81,IL01,W-PI8494093,90000,IVRCL211XL,FR02501,,NULL,NULL,FLOOR,0,0,EA,"IVR, Canon CL-211XL Ink Clr",2017-12-07 12:07:51.587,Rwoodin
E29884D0-07C5-4B4C-BBE9-2C101A5A62B5,IL01,W-PI8497270,50000,837792001,BN08103,,NULL,NULL,FLOOR,0,0,EA,Insert 1B For Box #1,2017-12-07 13:43:54.020,tcramer
B12983F7-B03B-4C3D-9990-2C34087B2CD5,IL01,W-PI8497540,10000,200006PNB2,AD02203,,NULL,NULL,04,0,0,EA,"CIG, HP 39A/45A Tnr Univ",2017-12-07 14:19:31.200,ealbright
25E1756A-0CD5-4659-8008-2C8D45E5B905,IL01,W-PI8495077,50000,837793002,BW22102,,NULL,NULL,FLOOR,0,0,EA,Insert  1215 / 2025,2017-12-07 16:48:25.803,tcramer
D53C1622-6138-4ABC-8C58-2CE57B2A2D64,IL01,W-PI8494628,130000,200629P,AF03103,,NULL,NULL,FLOOR,0,0,EA,"CIG, Lex MS/MX510 Tnr UHY",2017-12-07 13:18:13.140,Rwoodin
D415D85A-4B5D-4457-A42D-2D0F171ADFF7,IL01,W-PI8495138,50000,843367001,BW11102,,NULL,NULL,FLOOR,0,0,EA,"Box, Ideal Toner #7",2017-12-07 17:22:00.400,Cthompson
59704EA9-9D0C-4129-A005-2E6FF265D906,IL01,W-PI8500837,70000,833899001,BL13101,,NULL,NULL,FLOOR,0,0,EA,"Insrt,Mlded EndCap,4200 Right",2017-12-07 21:27:28.380,Pabens
A14F1C8A-BF4E-4BE9-B2F5-2F01390B061A,IL01,W-PI8494093,230000,IVR950XLB,FR06303,,NULL,NULL,FLOOR,0,0,EA,"IVR, HP 950XL Black",2017-12-07 12:10:27.907,Rwoodin
0878DBC1-B96A-4B64-BB37-2F014BD5A141,IL01,W-PI8500855,30000,851560001,BI08103,,NULL,NULL,FLOOR,0,0,EA,"Box, MSE Toner #2",2017-12-07 23:03:38.927,Pabens
59FB138F-5F6D-4058-83EA-2F9130BF2FAF,IL01,W-PI8495110,30000,846111001,BR17102,,NULL,NULL,FLOOR,0,0,EA,"Box, GOS, Generic Box #7",2017-12-07 16:28:46.863,tcramer
966B6201-F271-438C-B54F-2FB45D859985,IL01,W-PI8498842,10000,200120,AO16203,,NULL,NULL,15,0,0,EA,"Reman, HP 35A Tnr",2017-12-07 16:20:36.163,jwilson2
85C4553D-3348-445C-B8B9-2FB8AC67A4AA,IL01,W-PI8493740,70000,843141001,BW21101,,NULL,NULL,FLOOR,0,0,EA,"3/16 Bubble Wrap, 12x6",2017-12-07 11:22:48.260,awisse
673D7F06-BEA8-480F-9D48-308B6B27F1E4,IL01,W-PI8500835,50000,847538001,BW01102,,NULL,NULL,FLOOR,0,0,EA,"Box, WPP Toner #7",2017-12-07 21:30:07.827,Cthompson
8AA2AC60-D477-4E73-8869-30EF1AC5FC3B,IL01,W-PI8496728,30000,BC2025MNPO,BU07102,,NULL,NULL,FLOOR,0,0,EA,"HP CLJ CP2025, Magenta",2017-12-07 17:43:43.870,RWaldo
AC41631A-167C-40F9-9B73-310C2DC31C8B,IL01,W-PI8496644,30000,843938001,BN16201,,NULL,NULL,40,0,0,EA,MstrBx RSC 15.5x14.562x5.875,2017-12-07 18:29:27.933,RWaldo
541F74ED-5B57-49C2-8FEA-311877A4DFB4,IL01,W-PI8497260,50000,847791001,BF11102,,NULL,NULL,FLOOR,0,0,EA,"SPDYPAK  Lft, 5220, 5225",2017-12-07 13:46:26.643,Khester
6D401D62-0FAC-4E73-BBAA-31A87A86CC5F,IL01,W-PI8498138,10000,IVRB4600,AP04101,,NULL,NULL,FLOOR,0,0,EA,Comp OKI B4600 Tnr,2017-12-07 22:10:58.677,Kburke
7D74BFBB-A03C-4C9B-9C56-31B1841610CE,IL01,W-PI8498792,270000,200787P,AE11301,,NULL,NULL,05,0,0,EA,"CIG, HP M651 Tnr Yl",2017-12-07 16:50:18.537,ealbright
C143732B-59CD-407C-BD3C-31CE3BBB2CEB,IL01,W-PI8494099,10000,IVRCL241XL,FR01502,,NULL,NULL,FLOOR,0,0,EA,"IVR, Canon CL-241XL Ink Clr",2017-12-07 09:25:31.587,Rwoodin
7F24700C-9029-4E79-80AD-32143762AF4E,IL01,W-PI8494629,930000,200620P,AE04101,,NULL,NULL,FLOOR,0,0,EA,"CIG, HP M251 Tnr Yl",2017-12-07 15:00:51.273,aseifr
8526A764-674F-4E45-803A-322471BF1FBA,IL01,W-PI8494628,90000,117013,FR05301,,NULL,NULL,FLOOR,0,0,EA,"CIG, Canon PGI-35 Ink Bk",2017-12-07 13:24:03.503,Rwoodin
BCA19C25-2CCC-4F57-A989-322559B28093,IL01,W-PI8493492,10000,BCTN225C,BC04201,,NULL,NULL,29,0,0,EA,BROTHER TN225 CYAN,2017-12-07 07:17:48.090,awisse
0BEEB6C2-1637-4357-AE8C-323EB1F2C8CE,IL01,W-PI8499842,70000,839705002,BN07101,,NULL,NULL,FLOOR,0,0,EA,"Insert, End Cap, Right (3525)",2017-12-07 16:40:48.010,Cthompson
976623D3-0150-4FE7-91B7-332A5D109A31,IL01,W-PI8493462,10000,200202PNB2,AA12502,,NULL,NULL,01,0,0,EA,"CIG, HP 64X Tnr EY",2017-12-07 06:22:07.963,Wdecker
211B83BB-81EB-4A64-8284-33A55B8CDCC0,IL01,W-PI8500851,70000,SIHR564YDS,AO06101,,NULL,NULL,FLOOR,0,0,EA,"Staples, HP 564 Ink Yellow",2017-12-07 22:21:10.270,cbaker
CD45EDC0-1FA2-46C0-A888-33AE4803F4B1,IL01,W-PI8500851,30000,SIHR564CDS,AG14103,,NULL,NULL,FLOOR,0,0,EA,"Staples, HP 564 Ink Cyan",2017-12-07 21:57:56.347,cbaker
304FB615-9B55-4BF7-991C-33BE02838CCD,IL01,W-PI8499954,10000,RM1-6303-AFT,AV07303,,NULL,NULL,22,0,0,EA,HP P3015 Separation Pad Assy,2017-12-07 17:17:45.277,Kburke
D671ED33-79CD-44F0-A4B6-33FDD1B72BC9,IL01,W-PI8494093,70000,IVRB325WN,AG03202,,NULL,NULL,FLOOR,0,0,EA,"IVR, HP 564XL Yl Chipped",2017-12-07 11:55:49.503,Rwoodin
4CF535FC-0506-421B-839C-342C10398600,IL01,W-PI8498138,170000,IVRLC61BK,FR04203,,NULL,NULL,FLOOR,0,0,EA,"IVR, IJ, Brother LC-61 Black",2017-12-07 22:16:25.273,Kburke
B024771F-59A7-40A6-9406-34609E3DB869,IL01,W-PI8494325,10000,BC4525YNPO,BQ12402,,NULL,NULL,43,0,0,EA,HP CP4525 Yellow,2017-12-07 10:32:42.317,Khester
FF2E0785-641B-4A2E-AFE0-354F0CB636A6,IL01,W-PI8496731,30000,843938001,BN16201,,NULL,NULL,40,0,0,EA,MstrBx RSC 15.5x14.562x5.875,2017-12-07 17:50:07.910,Pabens
D217FE79-84AB-44E0-9E2F-357FC0CA39DE,IL01,W-PI8497251,230000,200791P,AO11303,,NULL,NULL,15,0,0,EA,"CIG, HP M680 Tnr Mg",2017-12-07 14:16:27.567,aseifr
28F199EE-B2A6-4405-B78B-35A3B4E57985,IL01,W-PI8500640,70000,847537001,BI16102,,NULL,NULL,FLOOR,0,0,EA,"Box, WPP Toner #4",2017-12-07 22:32:18.557,RWaldo
0B93ACDD-CF69-4249-BD5A-35DE8ACF826D,IL01,W-PI8496728,10000,845919002,BO11202,,NULL,NULL,41,0,0,EA,7 Chamber Pregis Air Cell Env,2017-12-07 17:46:50.147,RWaldo
14158224-8FA1-4908-A3BA-35FB0B7564D5,IL01,W-PI8494087,10000,IVRD5882C,AB12202,,NULL,NULL,FLOOR,0,0,EA,Comp Dell 720 A920 Ink Clr HY,2017-12-07 09:39:07.173,Rwoodin
0A97B7FB-BF56-4562-9DBC-35FF2FD9F074,IL01,W-PI8489079,10000,851474001,BM08302,,NULL,NULL,39,0,0,EA,"Box, Plain Brown Kraft #7",2017-12-07 18:23:21.673,Pabens
3B8A8E2E-8F4A-43F8-8CF1-3669A254C3FD,IL01,W-PI8494629,1070000,200850,AF01103,,NULL,NULL,FLOOR,0,0,EA,"CIG, Ricoh 1022 Tnr Bottle",2017-12-07 15:11:44.860,aseifr
3153702D-4BAD-448C-9539-3691A4B88A58,IL01,W-PI8496032,70000,824181002,BM13103,,NULL,NULL,FLOOR,0,0,EA,INSERT #1 for Box 1,2017-12-07 13:32:29.687,cbaker
9BB5C557-8A2E-4D28-A2FC-3692A6E7E4FF,IL01,W-PI8494629,1030000,200806,AT04103,,NULL,NULL,FLOOR,0,0,EA,"CIG, Kyocera TK-592 Tnr Mg",2017-12-07 17:09:53.123,aseifr
37BCB85F-865C-4D96-990C-36B652646669,IL01,W-PI8496574,90000,200896P,AU07501,,NULL,NULL,21,0,0,EA,"CIG, HP 87A Toner",2017-12-07 19:26:19.617,Jwilson2
28D74486-5517-47B7-BB85-36FE2EA8D5D4,IL01,W-PI8488356,30000,847548001,BN10101,,NULL,NULL,FLOOR,0,0,EA,"Box, United Laser Toner #1",2017-12-07 06:43:18.590,HARREDONDO
4B23E609-22D6-4B1A-9275-374AACCBBA18,IL01,W-PI8496778,30000,841775001,BN16101,,NULL,NULL,FLOOR,0,0,EA,"Box, WHD Toner #1",2017-12-07 18:41:31.770,cbaker
31637D02-A5CC-4AEE-A68B-37B49FE14B26,IL01,W-PI8494086,10000,IVRCNPGI220PB,AK11102,,NULL,NULL,FLOOR,0,0,EA,Comp CNM PGI-220 Bk,2017-12-07 09:32:13.517,Rwoodin
2FDFBB12-7D64-4FE8-BE64-37DDA8D0EBE5,IL01,W-PI8499954,50000,RM1-9168-OEM,AV34102,,NULL,NULL,FLOOR,0,0,EA,HP M401 Tray 2/3 Pickup Roller,2017-12-07 17:18:41.707,Kburke
AD8BBB44-F9CC-49FA-BACD-37EBDBC3D1B4,IL01,W-PI8495111,10000,BC35ANPO,BW07101,,NULL,NULL,FLOOR,0,0,EA,"BC, HP P1005 (35A)",2017-12-07 16:25:54.940,tcramer
0AF7BBB7-6206-47B9-B1CD-385124E4B396,IL01,W-PI8494329,10000,BCPC201,BE04403,,NULL,NULL,31,0,0,EA,Comp Bro IntlFx 1270 Thrml,2017-12-07 14:54:29.313,cbaker
6967F8A2-B780-42A0-BD39-385C0682B586,IL01,W-PI8497251,50000,200910P,AA11502,,NULL,NULL,01,0,0,EA,"CIG, Brother TN336 Tnr Bk HY",2017-12-07 13:47:57.053,aseifr
12DD632B-00F6-456E-A076-392D0C4D9CA0,IL01,W-PI8496035,10000,843938001,BN16201,,NULL,NULL,40,0,0,EA,MstrBx RSC 15.5x14.562x5.875,2017-12-07 17:15:01.393,Pabens
C9EA1D0A-99CD-492E-A4D6-39B554952C35,IL01,W-PI8488356,70000,839705002,BN07101,,NULL,NULL,FLOOR,0,0,EA,"Insert, End Cap, Right (3525)",2017-12-07 06:44:40.050,HARREDONDO
5B6CD3CC-F183-4D0E-AAEF-39F9E7AF8F87,IL01,W-PI8493494,10000,BCD1320B,BO10202,,NULL,NULL,41,0,0,EA,Comp Dell 1320 Black,2017-12-07 07:23:57.407,awisse
C9BE2FEA-BCE3-45FC-B93A-3AA5001F4635,IL01,W-PI8498792,470000,200760,AM03103,,NULL,NULL,FLOOR,0,0,EA,"CIG, Xerox 6500 Tnr Bk HY",2017-12-07 16:58:17.423,ealbright
5F579247-CBCB-4889-B2E9-3AB09EB05F60,IL01,W-PI8500378,30000,40X5364-OEM,AU04201,,NULL,NULL,FLOOR,0,0,EA,"Transfer Roller, Lexmark OEM",2017-12-07 17:40:52.823,Jwilson2
0973716D-1B18-464E-AA12-3B60E2FCEBB0,IL01,W-PI8493761,250000,200559P,AC07101,,NULL,NULL,FLOOR,0,0,EA,"CIG, HP M451/M475 Tnr Bk HY",2017-12-07 10:29:51.440,Rwoodin
898F9979-CD78-44AF-8B96-3B64DB03B2AF,IL01,W-PI8495101,50000,847803001,BG15102,,NULL,NULL,FLOOR,0,0,EA,"SPDYPAK  Lft, 6180, D3100",2017-12-07 18:32:47.440,Pabens
A3233AC4-AC59-4C8F-B49E-3B689028F5D9,IL01,W-PI8494037,50000,850795001,BW14101,,NULL,NULL,FLOOR,0,0,EA,"DNO Box, MNB Toner #6",2017-12-07 08:43:39.580,HARREDONDO
D9FE6ED0-51EC-41FD-A709-3B7219544562,IL01,W-PI8495050,10000,BC36XNPO,BT08102,,NULL,NULL,FLOOR,0,0,EA,HP P1505 (36X),2017-12-07 17:07:26.097,tcramer
2C2DD7DF-60FE-48DE-BCCE-3B8BD2DD6452,IL01,W-PI8499424,130000,200014PNB2,AE14202,,NULL,NULL,05,0,0,EA,"CIG, HP 64X Tnr HY",2017-12-07 17:46:23.503,aseifr
39773195-E874-4A29-A2E3-3BE72638FA8A,IL01,W-PI8498792,410000,200369P,AE18102,,NULL,NULL,FLOOR,0,0,EA,"CIG, Lex E260 Tnr",2017-12-07 16:53:36.753,ealbright
1F3E5E61-7CFC-4986-BCA8-3BFF0A33EB00,IL01,W-PI8494769,10000,MSE02210515,AH03302,,NULL,NULL,08,0,0,EA,"MSE, HP 05A Tnr MICR",2017-12-07 11:16:04.333,Rwoodin
092ED503-5A20-4093-8D1B-3C0364B94899,IL01,W-PI8495144,10000,BC3800Y,BM01101,,NULL,NULL,FLOOR,0,0,EA,BC3800Y,2017-12-07 18:33:12.660,cbaker
ADFD4166-9DD8-482D-A786-3C4A794DB01D,IL01,W-PI8498138,370000,IVR150XLB,AB31102,,NULL,NULL,FLOOR,0,0,EA,"IVR, LEX 150XLB Ink HY",2017-12-07 21:28:28.980,Kburke
6C8F1280-E869-4FA1-8CCA-3C9236D270C5,IL01,W-PI8499816,70000,200206P,AC02101,,NULL,NULL,FLOOR,0,0,EA,"CIG, Bro TN450 Tnr HY",2017-12-07 17:35:25.593,wheinz
2DE54B14-F3C1-4956-AA40-3CFAE381D5D4,IL01,W-PI8494851,30000,847550001,BW16202,,NULL,NULL,47,0,0,EA,"Box, United Laser Toner #4",2017-12-07 12:50:07.657,awisse
22ED79F2-83E7-4848-81C4-3CFF50694D4D,IL01,W-PI8496574,70000,200166P,AF10202,,NULL,NULL,06,0,0,EA,"CIG, HP 4600 Tnr Cy",2017-12-07 19:24:40.767,Jwilson2
E17B9ED0-3187-4B1F-87A2-3D2430E1917E,IL01,W-PI8494329,30000,BCPC201,BD07102,,NULL,NULL,FLOOR,0,0,EA,Comp Bro IntlFx 1270 Thrml,2017-12-07 14:44:52.617,cbaker
E115474D-B34B-497E-B1D3-3D55A162B570,IL01,W-PI8500850,90000,826110001,BR21101,,NULL,NULL,FLOOR,0,0,EA,6X6X6 SHIPPING BOX,2017-12-07 21:49:06.247,cbaker
972FA9D9-982E-4A49-98F7-3D809C0633C2,IL01,W-PI8494629,210000,200125PNB,AE15202,,NULL,NULL,05,0,0,EA,"CIG, HP 1215/Canon MF8050 Mg",2017-12-07 14:43:34.477,aseifr
5E54BEBB-6373-4290-B7BF-3D9088012857,IL01,W-PI8498138,610000,IVR951XLM,FR02301,,NULL,NULL,FLOOR,0,0,EA,"IVR, HP 951XL Magenta",2017-12-07 22:13:09.130,Kburke
9BEA969C-A214-4BB0-8B67-3E02ABAF19BB,IL01,W-PI8496731,50000,843465001,BI03102,,NULL,NULL,FLOOR,0,0,EA,Chip Board Box 2.875x2.375x7.5,2017-12-07 17:53:45.147,Pabens
